project	timepoint	cap_factor
Solar_Zone1	1	0.0
Solar_Zone1	2	0.0
Solar_Zone1	3	0.0
Solar_Zone1	4	0.0
Solar_Zone1	5	0.0
Solar_Zone1	6	0.0
Solar_Zone1	7	0.0
Solar_Zone1	8	0.186373846
Solar_Zone1	9	0.423381323
Solar_Zone1	10	0.644571765
Solar_Zone1	11	0.719970283
Solar_Zone1	12	0.689136165
Solar_Zone1	13	0.686220623
Solar_Zone1	14	0.677499985
Solar_Zone1	15	0.523074117
Solar_Zone1	16	0.338409657
Solar_Zone1	17	0.001148738
Solar_Zone1	18	0.0
Solar_Zone1	19	0.0
Solar_Zone1	20	0.0
Solar_Zone1	21	0.0
Solar_Zone1	22	0.0
Solar_Zone1	23	0.0
Solar_Zone1	24	0.0
Solar_Zone2	1	0.0
Solar_Zone2	2	0.0
Solar_Zone2	3	0.0
Solar_Zone2	4	0.0
Solar_Zone2	5	0.0
Solar_Zone2	6	0.0
Solar_Zone2	7	0.0
Solar_Zone2	8	0.182691727
Solar_Zone2	9	0.625667812
Solar_Zone2	10	0.73438742
Solar_Zone2	11	0.738385581
Solar_Zone2	12	0.737546743
Solar_Zone2	13	0.730728095
Solar_Zone2	14	0.705536994
Solar_Zone2	15	0.601942101
Solar_Zone2	16	0.243293388
Solar_Zone2	17	0.00276587
Solar_Zone2	18	0.0
Solar_Zone2	19	0.0
Solar_Zone2	20	0.0
Solar_Zone2	21	0.0
Solar_Zone2	22	0.0
Solar_Zone2	23	0.0
Solar_Zone2	24	0.0
Wind_Zone1	1	0.699066216
Wind_Zone1	2	0.804794477
Wind_Zone1	3	0.753185047
Wind_Zone1	4	0.701416914
Wind_Zone1	5	0.677289991
Wind_Zone1	6	0.674763973
Wind_Zone1	7	0.731923008
Wind_Zone1	8	0.74791863
Wind_Zone1	9	0.609634792
Wind_Zone1	10	0.471942093
Wind_Zone1	11	0.400663621
Wind_Zone1	12	0.379442287
Wind_Zone1	13	0.361615923
Wind_Zone1	14	0.381563128
Wind_Zone1	15	0.306907329
Wind_Zone1	16	0.280251327
Wind_Zone1	17	0.370894657
Wind_Zone1	18	0.365857628
Wind_Zone1	19	0.232538772
Wind_Zone1	20	0.340010141
Wind_Zone1	21	0.374054705
Wind_Zone1	22	0.26642542
Wind_Zone1	23	0.20769873
Wind_Zone1	24	0.203304344
Wind_Zone2	1	0.496702506
Wind_Zone2	2	0.467220659
Wind_Zone2	3	0.371459376
Wind_Zone2	4	0.361631145
Wind_Zone2	5	0.402834151
Wind_Zone2	6	0.370533405
Wind_Zone2	7	0.392180093
Wind_Zone2	8	0.28242467
Wind_Zone2	9	0.071037463
Wind_Zone2	10	0.060483181
Wind_Zone2	11	0.032595703
Wind_Zone2	12	0.026520439
Wind_Zone2	13	0.020629668
Wind_Zone2	14	0.015829517
Wind_Zone2	15	0.017705516
Wind_Zone2	16	0.021157958
Wind_Zone2	17	0.041152288
Wind_Zone2	18	0.08062629
Wind_Zone2	19	0.117840914
Wind_Zone2	20	0.101971562
Wind_Zone2	21	0.093677894
Wind_Zone2	22	0.092268416
Wind_Zone2	23	0.068861384
Wind_Zone2	24	0.034831303
