project	timepoint	cap_factor
Hybrid	1	0.0
Hybrid	2	0.0
Hybrid	3	0.0
Hybrid	4	0.0
Hybrid	5	0.0
Hybrid	6	0.0
Hybrid	7	0.0
Hybrid	8	0.156763311
Hybrid	9	0.413843506
Hybrid	10	0.442124083
Hybrid	11	0.510166153
Hybrid	12	0.489995637
Hybrid	13	0.494950224
Hybrid	14	0.510576408
Hybrid	15	0.501425327
Hybrid	16	0.341608643
Hybrid	17	0.0
Hybrid	18	0.0
Hybrid	19	0.0
Hybrid	20	0.0
Hybrid	21	0.0
Hybrid	22	0.0
Hybrid	23	0.0
Hybrid	24	0.0
Hybrid	25	0.0
Hybrid	26	0.0
Hybrid	27	0.0
Hybrid	28	0.0
Hybrid	29	0.0
Hybrid	30	0.0
Hybrid	31	0.0
Hybrid	32	0.189890685
Hybrid	33	0.500258074
Hybrid	34	0.542940785
Hybrid	35	0.52070762
Hybrid	36	0.500964127
Hybrid	37	0.504648726
Hybrid	38	0.403795139
Hybrid	39	0.291048913
Hybrid	40	0.163167225
Hybrid	41	0.0
Hybrid	42	0.0
Hybrid	43	0.0
Hybrid	44	0.0
Hybrid	45	0.0
Hybrid	46	0.0
Hybrid	47	0.0
Hybrid	48	0.0
Hybrid	49	0.0
Hybrid	50	0.0
Hybrid	51	0.0
Hybrid	52	0.0
Hybrid	53	0.0
Hybrid	54	0.0
Hybrid	55	0.0
Hybrid	56	0.087247183
Hybrid	57	0.25051446
Hybrid	58	0.404271847
Hybrid	59	0.407405327
Hybrid	60	0.377896597
Hybrid	61	0.337315237
Hybrid	62	0.370088021
Hybrid	63	0.374210534
Hybrid	64	0.169050061
Hybrid	65	0.0
Hybrid	66	0.0
Hybrid	67	0.0
Hybrid	68	0.0
Hybrid	69	0.0
Hybrid	70	0.0
Hybrid	71	0.0
Hybrid	72	0.0
Hybrid	73	0.0
Hybrid	74	0.0
Hybrid	75	0.0
Hybrid	76	0.0
Hybrid	77	0.0
Hybrid	78	0.0
Hybrid	79	0.0
Hybrid	80	0.189890685
Hybrid	81	0.500258074
Hybrid	82	0.542940785
Hybrid	83	0.52070762
Hybrid	84	0.500964127
Hybrid	85	0.504648726
Hybrid	86	0.403795139
Hybrid	87	0.291048913
Hybrid	88	0.163167225
Hybrid	89	0.0
Hybrid	90	0.0
Hybrid	91	0.0
Hybrid	92	0.0
Hybrid	93	0.0
Hybrid	94	0.0
Hybrid	95	0.0
Hybrid	96	0.0
Hybrid	97	0.0
Hybrid	98	0.0
Hybrid	99	0.0
Hybrid	100	0.0
Hybrid	101	0.0
Hybrid	102	0.0
Hybrid	103	0.0
Hybrid	104	0.189890685
Hybrid	105	0.500258074
Hybrid	106	0.542940785
Hybrid	107	0.52070762
Hybrid	108	0.500964127
Hybrid	109	0.504648726
Hybrid	110	0.403795139
Hybrid	111	0.291048913
Hybrid	112	0.163167225
Hybrid	113	0.0
Hybrid	114	0.0
Hybrid	115	0.0
Hybrid	116	0.0
Hybrid	117	0.0
Hybrid	118	0.0
Hybrid	119	0.0
Hybrid	120	0.0
Hybrid	121	0.0
