project	timepoint	cap_factor
Hybrid	169	0.0
Hybrid	170	0.0
Hybrid	171	0.0
Hybrid	172	0.0
Hybrid	173	0.0
Hybrid	174	0.0
Hybrid	175	0.0
Hybrid	176	0.19548453
Hybrid	177	0.515146427
Hybrid	178	0.561112549
Hybrid	179	0.538211203
Hybrid	180	0.520892216
Hybrid	181	0.5268049
Hybrid	182	0.545835955
Hybrid	183	0.545407833
Hybrid	184	0.39366705
Hybrid	185	0.007636465
Hybrid	186	0.0
Hybrid	187	0.0
Hybrid	188	0.0
Hybrid	189	0.0
Hybrid	190	0.0
Hybrid	191	0.0
Hybrid	192	0.0
Hybrid	193	0.0
Hybrid	194	0.0
Hybrid	195	0.0
Hybrid	196	0.0
Hybrid	197	0.0
Hybrid	198	0.0
Hybrid	199	0.0
Hybrid	200	0.093603208
Hybrid	201	0.508901821
Hybrid	202	0.558008377
Hybrid	203	0.533635211
Hybrid	204	0.512837708
Hybrid	205	0.519250633
Hybrid	206	0.544535985
Hybrid	207	0.535537273
Hybrid	208	0.354426496
Hybrid	209	0.0
Hybrid	210	0.0
Hybrid	211	0.0
Hybrid	212	0.0
Hybrid	213	0.0
Hybrid	214	0.0
Hybrid	215	0.0
Hybrid	216	0.0
Hybrid	217	0.0
Hybrid	218	0.0
Hybrid	219	0.0
Hybrid	220	0.0
Hybrid	221	0.0
Hybrid	222	0.0
Hybrid	223	0.0
Hybrid	224	0.087247183
Hybrid	225	0.25051446
Hybrid	226	0.404271847
Hybrid	227	0.407405327
Hybrid	228	0.377896597
Hybrid	229	0.337315237
Hybrid	230	0.370088021
Hybrid	231	0.374210534
Hybrid	232	0.169050061
Hybrid	233	0.0
Hybrid	234	0.0
Hybrid	235	0.0
Hybrid	236	0.0
Hybrid	237	0.0
Hybrid	238	0.0
Hybrid	239	0.0
Hybrid	240	0.0
Hybrid	241	0.0
Hybrid	242	0.0
Hybrid	243	0.0
Hybrid	244	0.0
Hybrid	245	0.0
Hybrid	246	0.0
Hybrid	247	0.0
Hybrid	248	0.087247183
Hybrid	249	0.25051446
Hybrid	250	0.404271847
Hybrid	251	0.407405327
Hybrid	252	0.377896597
Hybrid	253	0.337315237
Hybrid	254	0.370088021
Hybrid	255	0.374210534
Hybrid	256	0.169050061
Hybrid	257	0.0
Hybrid	258	0.0
Hybrid	259	0.0
Hybrid	260	0.0
Hybrid	261	0.0
Hybrid	262	0.0
Hybrid	263	0.0
Hybrid	264	0.0
Hybrid	265	0.0
Hybrid	266	0.0
Hybrid	267	0.0
Hybrid	268	0.0
Hybrid	269	0.0
Hybrid	270	0.0
Hybrid	271	0.0
Hybrid	272	0.19548453
Hybrid	273	0.515146427
Hybrid	274	0.561112549
Hybrid	275	0.538211203
Hybrid	276	0.520892216
Hybrid	277	0.5268049
Hybrid	278	0.545835955
Hybrid	279	0.545407833
Hybrid	280	0.39366705
Hybrid	281	0.007636465
Hybrid	282	0.0
Hybrid	283	0.0
Hybrid	284	0.0
Hybrid	285	0.0
Hybrid	286	0.0
Hybrid	287	0.0
Hybrid	288	0.0
Hybrid	289	0.0
Hybrid	290	0.0
Hybrid	291	0.0
Hybrid	292	0.0
Hybrid	293	0.0
Hybrid	294	0.0
Hybrid	295	0.0
Hybrid	296	0.189890685
Hybrid	297	0.500258074
Hybrid	298	0.542940785
Hybrid	299	0.52070762
Hybrid	300	0.500964127
Hybrid	301	0.504648726
Hybrid	302	0.403795139
Hybrid	303	0.291048913
Hybrid	304	0.163167225
Hybrid	305	0.0
Hybrid	306	0.0
Hybrid	307	0.0
Hybrid	308	0.0
Hybrid	309	0.0
Hybrid	310	0.0
Hybrid	311	0.0
Hybrid	312	0.0
Hybrid	313	0.0
Hybrid	314	0.0
Hybrid	315	0.0
Hybrid	316	0.0
Hybrid	317	0.0
Hybrid	318	0.0
Hybrid	319	0.0
Hybrid	320	0.19548453
Hybrid	321	0.515146427
Hybrid	322	0.561112549
Hybrid	323	0.538211203
Hybrid	324	0.520892216
Hybrid	325	0.5268049
Hybrid	326	0.545835955
Hybrid	327	0.545407833
Hybrid	328	0.39366705
Hybrid	329	0.007636465
Hybrid	330	0.0
Hybrid	331	0.0
Hybrid	332	0.0
Hybrid	333	0.0
Hybrid	334	0.0
Hybrid	335	0.0
Hybrid	336	0.0
Solar	169	0.0
Solar	170	0.0
