project	timepoint	cap_factor
Hybrid	1	0.0
Hybrid	2	0.0
Hybrid	3	0.0
Hybrid	4	0.0
Hybrid	5	0.0
Hybrid	6	0.0
Hybrid	7	0.0
Hybrid	8	0.217778031
Hybrid	9	0.541897991
Hybrid	10	0.569592963
Hybrid	11	0.540662061
Hybrid	12	0.515296521
Hybrid	13	0.522471188
Hybrid	14	0.54307324
Hybrid	15	0.538439225
Hybrid	16	0.127041052
Hybrid	17	0.0
Hybrid	18	0.0
Hybrid	19	0.0
Hybrid	20	0.0
Hybrid	21	0.0
Hybrid	22	0.0
Hybrid	23	0.0
Hybrid	24	0.0
Hybrid	25	0.0
Hybrid	26	0.0
Hybrid	27	0.0
Hybrid	28	0.0
Hybrid	29	0.0
Hybrid	30	0.0
Hybrid	31	0.0
Hybrid	32	0.204473452
Hybrid	33	0.519263919
Hybrid	34	0.45554077
Hybrid	35	0.472713788
Hybrid	36	0.355975959
Hybrid	37	0.212691277
Hybrid	38	0.199434632
Hybrid	39	0.212232385
Hybrid	40	0.047025978
Hybrid	41	0.0
Hybrid	42	0.0
Hybrid	43	0.0
Hybrid	44	0.0
Hybrid	45	0.0
Hybrid	46	0.0
Hybrid	47	0.0
Hybrid	48	0.0
Hybrid	49	0.0
Hybrid	50	0.0
Hybrid	51	0.0
Hybrid	52	0.0
Hybrid	53	0.0
Hybrid	54	0.0
Hybrid	55	0.0
Hybrid	56	0.195364173
Hybrid	57	0.077900041
Hybrid	58	0.53819241
Hybrid	59	0.509522101
Hybrid	60	0.48922198
Hybrid	61	0.496157699
Hybrid	62	0.510722907
Hybrid	63	0.501216065
Hybrid	64	0.319060872
Hybrid	65	0.0
Hybrid	66	0.0
Hybrid	67	0.0
Hybrid	68	0.0
Hybrid	69	0.0
Hybrid	70	0.0
Hybrid	71	0.0
Hybrid	72	0.0
Hybrid	73	0.0
Hybrid	74	0.0
Hybrid	75	0.0
Hybrid	76	0.0
Hybrid	77	0.0
Hybrid	78	0.0
Hybrid	79	0.0
Hybrid	80	0.199057167
Hybrid	81	0.518347946
Hybrid	82	0.559775551
Hybrid	83	0.531225765
Hybrid	84	0.508692783
Hybrid	85	0.515776283
Hybrid	86	0.533413236
Hybrid	87	0.521141754
Hybrid	88	0.252374256
Hybrid	89	0.0
Hybrid	90	0.0
Hybrid	91	0.0
Hybrid	92	0.0
Hybrid	93	0.0
Hybrid	94	0.0
Hybrid	95	0.0
Hybrid	96	0.0
Hybrid	97	0.0
Hybrid	98	0.0
Hybrid	99	0.0
Hybrid	100	0.0
Hybrid	101	0.0
Hybrid	102	0.0
Hybrid	103	0.0
Hybrid	104	0.093603208
Hybrid	105	0.508901821
Hybrid	106	0.558008377
Hybrid	107	0.533635211
Hybrid	108	0.512837708
Hybrid	109	0.519250633
Hybrid	110	0.544535985
Hybrid	111	0.535537273
Hybrid	112	0.354426496
Hybrid	113	0.0
Hybrid	114	0.0
Hybrid	115	0.0
Hybrid	116	0.0
Hybrid	117	0.0
Hybrid	118	0.0
Hybrid	119	0.0
Hybrid	120	0.0
Hybrid	121	0.0
