LOAD_ZONES	timepoint	load_mw
Zone1	169	1672.78798
Zone1	170	1670.84029
Zone1	171	1676.683361
Zone1	172	1707.84641
Zone1	173	1769.894268
Zone1	174	1888.425154
Zone1	175	1929.604897
Zone1	176	1909.571508
Zone1	177	1861.435727
Zone1	178	1814.412911
Zone1	179	1759.042849
Zone1	180	1709.237618
Zone1	181	1683.91764
Zone1	182	1673.344463
Zone1	183	1693.09961
Zone1	184	1759.599332
Zone1	185	1895.381191
Zone1	186	1887.033946
Zone1	187	1846.688926
Zone1	188	1804.117974
Zone1	189	1757.3734
Zone1	190	1706.455204
Zone1	191	1649.137451
Zone1	192	1613.522538
Zone1	193	1672.78798
Zone1	194	1670.84029
Zone1	195	1676.683361
Zone1	196	1707.84641
Zone1	197	1769.894268
Zone1	198	1888.425154
Zone1	199	1929.604897
Zone1	200	1909.571508
Zone1	201	1861.435727
Zone1	202	1814.412911
Zone1	203	1759.042849
Zone1	204	1709.237618
Zone1	205	1683.91764
Zone1	206	1673.344463
Zone1	207	1693.09961
Zone1	208	1759.599332
Zone1	209	1895.381191
Zone1	210	1887.033946
Zone1	211	1846.688926
Zone1	212	1804.117974
Zone1	213	1757.3734
Zone1	214	1706.455204
Zone1	215	1649.137451
Zone1	216	1613.522538
Zone1	217	1545.631608
Zone1	218	1520.868114
Zone1	219	1531.719533
Zone1	220	1550.361714
Zone1	221	1589.593768
Zone1	222	1636.0601
Zone1	223	1676.405119
Zone1	224	1670.84029
Zone1	225	1651.363384
Zone1	226	1618.809126
Zone1	227	1582.359488
Zone1	228	1546.744574
Zone1	229	1543.683918
Zone1	230	1525.87646
Zone1	231	1544.518642
Zone1	232	1629.382304
Zone1	233	1776.850306
Zone1	234	1760.712299
Zone1	235	1727.045075
Zone1	236	1697.829716
Zone1	237	1643.850863
Zone1	238	1569.003895
Zone1	239	1520.311631
Zone1	240	1506.956038
Zone1	241	1545.631608
Zone1	242	1520.868114
Zone1	243	1531.719533
Zone1	244	1550.361714
Zone1	245	1589.593768
Zone1	246	1636.0601
Zone1	247	1676.405119
Zone1	248	1670.84029
Zone1	249	1651.363384
Zone1	250	1618.809126
Zone1	251	1582.359488
Zone1	252	1546.744574
Zone1	253	1543.683918
Zone1	254	1525.87646
Zone1	255	1544.518642
Zone1	256	1629.382304
Zone1	257	1776.850306
Zone1	258	1760.712299
Zone1	259	1727.045075
Zone1	260	1697.829716
Zone1	261	1643.850863
Zone1	262	1569.003895
Zone1	263	1520.311631
Zone1	264	1506.956038
Zone1	265	1628.269338
Zone1	266	1623.26099
Zone1	267	1621.591542
Zone1	268	1636.338342
Zone1	269	1731.218698
Zone1	270	1867.55704
Zone1	271	1912.632164
Zone1	272	1881.190873
Zone1	273	1856.149138
Zone1	274	1819.421257
Zone1	275	1768.503061
Zone1	276	1730.383973
Zone1	277	1692.264886
Zone1	278	1680.022259
Zone1	279	1715.08069
Zone1	280	1800.779076
Zone1	281	1934.056762
Zone1	282	1936.560935
Zone1	283	1898.720089
Zone1	284	1832.220367
Zone1	285	1762.93823
Zone1	286	1674.735671
Zone1	287	1602.392878
Zone1	288	1560.100166
Zone1	289	1672.78798
Zone1	290	1670.84029
Zone1	291	1676.683361
Zone1	292	1707.84641
Zone1	293	1769.894268
Zone1	294	1888.425154
Zone1	295	1929.604897
Zone1	296	1909.571508
Zone1	297	1861.435727
Zone1	298	1814.412911
Zone1	299	1759.042849
Zone1	300	1709.237618
Zone1	301	1683.91764
Zone1	302	1673.344463
Zone1	303	1693.09961
Zone1	304	1759.599332
Zone1	305	1895.381191
Zone1	306	1887.033946
Zone1	307	1846.688926
Zone1	308	1804.117974
Zone1	309	1757.3734
Zone1	310	1706.455204
Zone1	311	1649.137451
Zone1	312	1613.522538
Zone1	313	1628.269338
Zone1	314	1623.26099
Zone1	315	1621.591542
Zone1	316	1636.338342
Zone1	317	1731.218698
Zone1	318	1867.55704
Zone1	319	1912.632164
Zone1	320	1881.190873
Zone1	321	1856.149138
Zone1	322	1819.421257
Zone1	323	1768.503061
Zone1	324	1730.383973
Zone1	325	1692.264886
Zone1	326	1680.022259
Zone1	327	1715.08069
Zone1	328	1800.779076
Zone1	329	1934.056762
Zone1	330	1936.560935
Zone1	331	1898.720089
Zone1	332	1832.220367
Zone1	333	1762.93823
Zone1	334	1674.735671
Zone1	335	1602.392878
Zone1	336	1560.100166
