load_zone	timepoint	load_component	load_mw
Zone1	1	all	1628.269338
Zone1	2	all	1623.26099
Zone1	3	all	1621.591542
Zone1	4	all	1636.338342
Zone1	5	all	1731.218698
Zone1	6	all	1867.55704
Zone1	7	all	1912.632164
Zone1	8	all	1881.190873
Zone1	9	all	1856.149138
Zone1	10	all	1819.421257
Zone1	11	all	1768.503061
Zone1	12	all	1730.383973
Zone1	13	all	1692.264886
Zone1	14	all	1680.022259
Zone1	15	all	1715.08069
Zone1	16	all	1800.779076
Zone1	17	all	1934.056762
Zone1	18	all	1936.560935
Zone1	19	all	1898.720089
Zone1	20	all	1832.220367
Zone1	21	all	1762.93823
Zone1	22	all	1674.735671
Zone1	23	all	1602.392878
Zone1	24	all	1560.100166
Zone1	25	all	1550.083472
Zone1	26	all	1532.554258
Zone1	27	all	1543.127435
Zone1	28	all	1587.367835
Zone1	29	all	1671.953256
Zone1	30	all	1794.657763
Zone1	31	all	1825.820813
Zone1	32	all	1795.492488
Zone1	33	all	1754.312743
Zone1	34	all	1715.358931
Zone1	35	all	1674.735671
Zone1	36	all	1653.032832
Zone1	37	all	1626.043405
Zone1	38	all	1625.765164
Zone1	39	all	1649.972176
Zone1	40	all	1753.75626
Zone1	41	all	1907.345576
Zone1	42	all	1912.632164
Zone1	43	all	1869.226488
Zone1	44	all	1820.534224
Zone1	45	all	1735.114079
Zone1	46	all	1657.206455
Zone1	47	all	1584.028937
Zone1	48	all	1549.805231
Zone1	49	all	1521.981079
Zone1	50	all	1513.077352
Zone1	51	all	1521.702838
Zone1	52	all	1547.857541
Zone1	53	all	1624.373957
Zone1	54	all	1730.662214
Zone1	55	all	1781.580412
Zone1	56	all	1768.22482
Zone1	57	all	1736.227045
Zone1	58	all	1713.689483
Zone1	59	all	1686.700056
Zone1	60	all	1666.388425
Zone1	61	all	1643.016138
Zone1	62	all	1631.329994
Zone1	63	all	1670.84029
Zone1	64	all	1767.946578
Zone1	65	all	1916.527546
Zone1	66	all	1920.144685
Zone1	67	all	1887.033946
Zone1	68	all	1851.14079
Zone1	69	all	1772.120201
Zone1	70	all	1681.135225
Zone1	71	all	1609.905398
Zone1	72	all	1578.185866
Zone1	73	all	1537.562604
Zone1	74	all	1522.259321
Zone1	75	all	1531.441291
Zone1	76	all	1573.177518
Zone1	77	all	1663.884252
Zone1	78	all	1795.492488
Zone1	79	all	1848.358375
Zone1	80	all	1838.898163
Zone1	81	all	1808.84808
Zone1	82	all	1785.475793
Zone1	83	all	1754.034502
Zone1	84	all	1721.758487
Zone1	85	all	1717.028381
Zone1	86	all	1720.089037
Zone1	87	all	1750.695604
Zone1	88	all	1842.515303
Zone1	89	all	1980.801336
Zone1	90	all	1986.922649
Zone1	91	all	1968.558709
Zone1	92	all	1921.814135
Zone1	93	all	1841.680579
Zone1	94	all	1759.599332
Zone1	95	all	1688.647746
Zone1	96	all	1653.032832
Zone1	97	all	1627.991096
Zone1	98	all	1616.304953
Zone1	99	all	1634.112409
Zone1	100	all	1666.666667
Zone1	101	all	1735.39232
Zone1	102	all	1865.609348
Zone1	103	all	1912.910406
Zone1	104	all	1870.617696
Zone1	105	all	1830.829159
Zone1	106	all	1794.10128
Zone1	107	all	1762.103506
Zone1	108	all	1739.287702
Zone1	109	all	1717.028381
Zone1	110	all	1720.923762
Zone1	111	all	1761.547022
Zone1	112	all	1855.314413
Zone1	113	all	1985.253199
Zone1	114	all	1989.14858
Zone1	115	all	1963.828603
Zone1	116	all	1922.092376
Zone1	117	all	1842.793544
Zone1	118	all	1759.042849
Zone1	119	all	1689.760712
Zone1	120	all	1662.214802
Zone1	121	all	1672.78798
Zone1	122	all	1670.84029
Zone1	123	all	1676.683361
Zone1	124	all	1707.84641
Zone1	125	all	1769.894268
Zone1	126	all	1888.425154
Zone1	127	all	1929.604897
Zone1	128	all	1909.571508
Zone1	129	all	1861.435727
Zone1	130	all	1814.412911
Zone1	131	all	1759.042849
Zone1	132	all	1709.237618
Zone1	133	all	1683.91764
Zone1	134	all	1673.344463
Zone1	135	all	1693.09961
Zone1	136	all	1759.599332
Zone1	137	all	1895.381191
Zone1	138	all	1887.033946
Zone1	139	all	1846.688926
Zone1	140	all	1804.117974
Zone1	141	all	1757.3734
Zone1	142	all	1706.455204
Zone1	143	all	1649.137451
Zone1	144	all	1613.522538
Zone1	145	all	1429.048414
Zone1	146	all	1411.240957
Zone1	147	all	1419.866444
Zone1	148	all	1474.958263
Zone1	149	all	1560.378408
Zone1	150	all	1703.951029
Zone1	151	all	1772.954924
Zone1	152	all	1754.312743
Zone1	153	all	1715.637173
Zone1	154	all	1703.672788
Zone1	155	all	1671.675014
Zone1	156	all	1649.415692
Zone1	157	all	1620.756817
Zone1	158	all	1618.530884
Zone1	159	all	1631.051753
Zone1	160	all	1680.3005
Zone1	161	all	1809.404563
Zone1	162	all	1843.350028
Zone1	163	all	1816.917084
Zone1	164	all	1779.076238
Zone1	165	all	1703.951029
Zone1	166	all	1611.853088
Zone1	167	all	1540.066778
Zone1	168	all	1511.686144
