project	timepoint	cap_factor
Solar	1	0.0
Solar	2	0.0
Solar	3	0.0
Solar	4	0.0
Solar	5	0.0
Solar	6	0.0
Solar	7	0.0
Solar	8	0.233248941
Solar	9	0.604101815
Solar	10	0.704489346
Solar	11	0.698660351
Solar	12	0.718087227
Solar	13	0.593259543
Solar	14	0.538512882
Solar	15	0.428094618
Solar	16	0.37409802
Solar	17	0.032850553
Solar	18	0.0
Solar	19	0.0
Solar	20	0.0
Solar	21	0.0
Solar	22	0.0
Solar	23	0.0
Solar	24	0.0
Solar	25	0.0
Solar	26	0.0
Solar	27	0.0
Solar	28	0.0
Solar	29	0.0
Solar	30	0.0
Solar	31	0.0
Solar	32	0.1928908
Solar	33	0.237045222
Solar	34	0.279534099
Solar	35	0.340720081
Solar	36	0.612940714
Solar	37	0.469176907
Solar	38	0.654059601
Solar	39	0.572112597
Solar	40	0.236222788
Solar	41	0.003856396
Solar	42	0.0
Solar	43	0.0
Solar	44	0.0
Solar	45	0.0
Solar	46	0.0
Solar	47	0.0
Solar	48	0.0
Solar	49	0.0
Solar	50	0.0
Solar	51	0.0
Solar	52	0.0
Solar	53	0.0
Solar	54	0.0
Solar	55	0.0
Solar	56	0.238198437
Solar	57	0.597657703
Solar	58	0.711090936
Solar	59	0.732077818
Solar	60	0.728949831
Solar	61	0.730095146
Solar	62	0.679686885
Solar	63	0.621763529
Solar	64	0.416910398
Solar	65	0.004994851
Solar	66	0.0
Solar	67	0.0
Solar	68	0.0
Solar	69	0.0
Solar	70	0.0
Solar	71	0.0
Solar	72	0.0
Solar	73	0.0
Solar	74	0.0
Solar	75	0.0
Solar	76	0.0
Solar	77	0.0
Solar	78	0.0
Solar	79	0.0
Solar	80	0.088306658
Solar	81	0.456032074
Solar	82	0.63909617
Solar	83	0.687596956
Solar	84	0.693141399
Solar	85	0.709281556
Solar	86	0.699067462
Solar	87	0.64435602
Solar	88	0.446035417
Solar	89	0.031961431
Solar	90	0.0
Solar	91	0.0
Solar	92	0.0
Solar	93	0.0
Solar	94	0.0
Solar	95	0.0
Solar	96	0.0
Solar	97	0.0
Solar	98	0.0
Solar	99	0.0
Solar	100	0.0
Solar	101	0.0
Solar	102	0.0
Solar	103	0.0
Solar	104	0.259323558
Solar	105	0.602857745
Solar	106	0.747593106
Solar	107	0.765247267
Solar	108	0.760177845
Solar	109	0.755964151
Solar	110	0.747134449
Solar	111	0.684879733
Solar	112	0.446065426
Solar	113	0.000876565
Solar	114	0.0
Solar	115	0.0
Solar	116	0.0
Solar	117	0.0
Solar	118	0.0
Solar	119	0.0
Solar	120	0.0
Solar	121	0.0
Solar	122	0.0
Solar	123	0.0
Solar	124	0.0
Solar	125	0.0
Solar	126	0.0
Solar	127	0.0
Solar	128	0.093453066
Solar	129	0.509779003
Solar	130	0.680536583
Solar	131	0.734571447
Solar	132	0.739386577
Solar	133	0.720381955
Solar	134	0.73115235
Solar	135	0.496518383
Solar	136	0.27706054
Solar	137	0.006363133
Solar	138	0.0
Solar	139	0.0
Solar	140	0.0
Solar	141	0.0
Solar	142	0.0
Solar	143	0.0
Solar	144	0.0
Solar	145	0.0
Solar	146	0.0
Solar	147	0.0
Solar	148	0.0
Solar	149	0.0
Solar	150	0.0
Solar	151	0.0
Solar	152	0.105896078
Solar	153	0.56017781
Solar	154	0.618254871
Solar	155	0.677132367
Solar	156	0.688359049
Solar	157	0.678292081
Solar	158	0.60389237
Solar	159	0.573772608
Solar	160	0.509326473
Solar	161	0.177942519
Solar	162	0.0
Solar	163	0.0
Solar	164	0.0
Solar	165	0.0
Solar	166	0.0
Solar	167	0.0
Solar	168	0.0
Wind	1	0.532555568
Wind	2	0.518392975
Wind	3	0.552269314
Wind	4	0.668733778
Wind	5	0.675022288
Wind	6	0.57388263
Wind	7	0.485456008
