load_zone	timepoint	load_component	load_mw
Zone1	169	all	1406.510851
Zone1	170	all	1390.372843
Zone1	171	all	1394.268224
Zone1	172	all	1406.789093
Zone1	173	all	1447.412354
Zone1	174	all	1508.347246
Zone1	175	all	1545.90985
Zone1	176	all	1541.736227
Zone1	177	all	1533.667223
Zone1	178	all	1508.347246
Zone1	179	all	1491.930996
Zone1	180	all	1461.32443
Zone1	181	all	1471.619365
Zone1	182	all	1477.462438
Zone1	183	all	1520.033389
Zone1	184	all	1620.756817
Zone1	185	all	1717.028381
Zone1	186	all	1681.135225
Zone1	187	all	1639.398998
Zone1	188	all	1612.409572
Zone1	189	all	1581.246522
Zone1	190	all	1503.060656
Zone1	191	all	1454.09015
Zone1	192	all	1423.205342
Zone1	193	all	1396.215916
Zone1	194	all	1387.312187
Zone1	195	all	1382.303839
Zone1	196	all	1385.92098
Zone1	197	all	1429.326655
Zone1	198	all	1478.575404
Zone1	199	all	1536.171397
Zone1	200	all	1554.535337
Zone1	201	all	1579.577072
Zone1	202	all	1598.219255
Zone1	203	all	1604.618809
Zone1	204	all	1609.627157
Zone1	205	all	1630.49527
Zone1	206	all	1645.520311
Zone1	207	all	1688.647746
Zone1	208	all	1786.867001
Zone1	209	all	1902.61547
Zone1	210	all	1877.01725
Zone1	211	all	1821.64719
Zone1	212	all	1761.268781
Zone1	213	all	1698.107958
Zone1	214	all	1596.549805
Zone1	215	all	1535.893156
Zone1	216	all	1513.633834
Zone1	217	all	1537.562604
Zone1	218	all	1522.259321
Zone1	219	all	1531.441291
Zone1	220	all	1573.177518
Zone1	221	all	1663.884252
Zone1	222	all	1795.492488
Zone1	223	all	1848.358375
Zone1	224	all	1838.898163
Zone1	225	all	1808.84808
Zone1	226	all	1785.475793
Zone1	227	all	1754.034502
Zone1	228	all	1721.758487
Zone1	229	all	1717.028381
Zone1	230	all	1720.089037
Zone1	231	all	1750.695604
Zone1	232	all	1842.515303
Zone1	233	all	1980.801336
Zone1	234	all	1986.922649
Zone1	235	all	1968.558709
Zone1	236	all	1921.814135
Zone1	237	all	1841.680579
Zone1	238	all	1759.599332
Zone1	239	all	1688.647746
Zone1	240	all	1653.032832
Zone1	241	all	1627.991096
Zone1	242	all	1616.304953
Zone1	243	all	1634.112409
Zone1	244	all	1666.666667
Zone1	245	all	1735.39232
Zone1	246	all	1865.609348
Zone1	247	all	1912.910406
Zone1	248	all	1870.617696
Zone1	249	all	1830.829159
Zone1	250	all	1794.10128
Zone1	251	all	1762.103506
Zone1	252	all	1739.287702
Zone1	253	all	1717.028381
Zone1	254	all	1720.923762
Zone1	255	all	1761.547022
Zone1	256	all	1855.314413
Zone1	257	all	1985.253199
Zone1	258	all	1989.14858
Zone1	259	all	1963.828603
Zone1	260	all	1922.092376
Zone1	261	all	1842.793544
Zone1	262	all	1759.042849
Zone1	263	all	1689.760712
Zone1	264	all	1662.214802
Zone1	265	all	1628.269338
Zone1	266	all	1623.26099
Zone1	267	all	1621.591542
Zone1	268	all	1636.338342
Zone1	269	all	1731.218698
Zone1	270	all	1867.55704
Zone1	271	all	1912.632164
Zone1	272	all	1881.190873
Zone1	273	all	1856.149138
Zone1	274	all	1819.421257
Zone1	275	all	1768.503061
Zone1	276	all	1730.383973
Zone1	277	all	1692.264886
Zone1	278	all	1680.022259
Zone1	279	all	1715.08069
Zone1	280	all	1800.779076
Zone1	281	all	1934.056762
Zone1	282	all	1936.560935
Zone1	283	all	1898.720089
Zone1	284	all	1832.220367
Zone1	285	all	1762.93823
Zone1	286	all	1674.735671
Zone1	287	all	1602.392878
Zone1	288	all	1560.100166
Zone1	289	all	1529.4936
Zone1	290	all	1516.972733
Zone1	291	all	1526.711185
Zone1	292	all	1553.144129
Zone1	293	all	1633.834168
Zone1	294	all	1760.990539
Zone1	295	all	1807.456872
Zone1	296	all	1774.624374
Zone1	297	all	1717.584864
Zone1	298	all	1678.074569
Zone1	299	all	1629.660545
Zone1	300	all	1618.809126
Zone1	301	all	1601.00167
Zone1	302	all	1593.76739
Zone1	303	all	1606.566499
Zone1	304	all	1682.526433
Zone1	305	all	1804.952699
Zone1	306	all	1806.622148
Zone1	307	all	1777.963272
Zone1	308	all	1734.001112
Zone1	309	all	1664.162494
Zone1	310	all	1582.359488
Zone1	311	all	1512.242627
Zone1	312	all	1478.575404
Zone1	313	all	1452.977184
Zone1	314	all	1442.125765
Zone1	315	all	1453.533667
Zone1	316	all	1484.696717
Zone1	317	all	1561.491374
Zone1	318	all	1683.639398
Zone1	319	all	1741.513634
Zone1	320	all	1713.967724
Zone1	321	all	1677.518086
Zone1	322	all	1644.685588
Zone1	323	all	1593.210907
Zone1	324	all	1582.63773
Zone1	325	all	1565.664997
Zone1	326	all	1563.439066
Zone1	327	all	1585.141903
Zone1	328	all	1639.955482
Zone1	329	all	1750.973845
Zone1	330	all	1744.852532
Zone1	331	all	1717.028381
Zone1	332	all	1679.465777
Zone1	333	all	1628.825821
Zone1	334	all	1576.238174
Zone1	335	all	1528.658876
Zone1	336	all	1491.096271
