load_zone	timepoint	load_component	load_mw
Zone1	169	all	1459.098498
Zone1	170	all	1449.916528
Zone1	171	all	1442.96049
Zone1	172	all	1478.853644
Zone1	173	all	1569.003895
Zone1	174	all	1709.237618
Zone1	175	all	1769.059543
Zone1	176	all	1735.114079
Zone1	177	all	1658.319421
Zone1	178	all	1595.71508
Zone1	179	all	1567.056205
Zone1	180	all	1545.075125
Zone1	181	all	1521.424596
Zone1	182	all	1531.997774
Zone1	183	all	1553.700612
Zone1	184	all	1612.13133
Zone1	185	all	1712.576516
Zone1	186	all	1743.183083
Zone1	187	all	1734.279354
Zone1	188	all	1698.664441
Zone1	189	all	1623.539232
Zone1	190	all	1541.179744
Zone1	191	all	1476.07123
Zone1	192	all	1452.420701
Zone1	193	all	1490.539788
Zone1	194	all	1493.878687
Zone1	195	all	1519.198664
Zone1	196	all	1554.535337
Zone1	197	all	1635.225376
Zone1	198	all	1781.858653
Zone1	199	all	1829.437952
Zone1	200	all	1793.266555
Zone1	201	all	1729.827491
Zone1	202	all	1698.942683
Zone1	203	all	1665.275459
Zone1	204	all	1644.407346
Zone1	205	all	1635.225376
Zone1	206	all	1634.390651
Zone1	207	all	1659.432388
Zone1	208	all	1722.59321
Zone1	209	all	1824.986088
Zone1	210	all	1833.055092
Zone1	211	all	1798.831386
Zone1	212	all	1751.80857
Zone1	213	all	1670.283806
Zone1	214	all	1570.395103
Zone1	215	all	1520.868114
Zone1	216	all	1480.244852
Zone1	217	all	1416.527546
Zone1	218	all	1412.353924
Zone1	219	all	1410.406232
Zone1	220	all	1424.318309
Zone1	221	all	1450.473011
Zone1	222	all	1496.661102
Zone1	223	all	1532.276016
Zone1	224	all	1528.658876
Zone1	225	all	1504.730106
Zone1	226	all	1508.347246
Zone1	227	all	1498.887034
Zone1	228	all	1498.33055
Zone1	229	all	1514.468558
Zone1	230	all	1509.738452
Zone1	231	all	1549.526989
Zone1	232	all	1615.191986
Zone1	233	all	1728.992766
Zone1	234	all	1715.358931
Zone1	235	all	1668.892598
Zone1	236	all	1622.426266
Zone1	237	all	1565.386756
Zone1	238	all	1477.184196
Zone1	239	all	1412.075682
Zone1	240	all	1395.937674
Zone1	241	all	1423.761826
Zone1	242	all	1416.805788
Zone1	243	all	1415.41458
Zone1	244	all	1439.621592
Zone1	245	all	1473.010573
Zone1	246	all	1524.207012
Zone1	247	all	1581.803005
Zone1	248	all	1596.271564
Zone1	249	all	1596.549805
Zone1	250	all	1567.612688
Zone1	251	all	1549.805231
Zone1	252	all	1523.094046
Zone1	253	all	1542.29271
Zone1	254	all	1546.744574
Zone1	255	all	1569.282137
Zone1	256	all	1621.869782
Zone1	257	all	1724.26266
Zone1	258	all	1710.907067
Zone1	259	all	1674.457429
Zone1	260	all	1643.572621
Zone1	261	all	1579.855314
Zone1	262	all	1518.085698
Zone1	263	all	1468.280467
Zone1	264	all	1443.516973
Zone1	265	all	1421.535893
Zone1	266	all	1409.571508
Zone1	267	all	1419.588203
Zone1	268	all	1459.37674
Zone1	269	all	1542.849193
Zone1	270	all	1681.96995
Zone1	271	all	1736.505287
Zone1	272	all	1689.204229
Zone1	273	all	1656.928213
Zone1	274	all	1629.660545
Zone1	275	all	1597.941013
Zone1	276	all	1590.150251
Zone1	277	all	1577.907624
Zone1	278	all	1583.194212
Zone1	279	all	1604.897051
Zone1	280	all	1679.744018
Zone1	281	all	1782.97162
Zone1	282	all	1794.10128
Zone1	283	all	1760.990539
Zone1	284	all	1714.524208
Zone1	285	all	1633.834168
Zone1	286	all	1558.70896
Zone1	287	all	1481.914302
Zone1	288	all	1459.37674
Zone1	289	all	1459.098498
Zone1	290	all	1449.916528
Zone1	291	all	1442.96049
Zone1	292	all	1478.853644
Zone1	293	all	1569.003895
Zone1	294	all	1709.237618
Zone1	295	all	1769.059543
Zone1	296	all	1735.114079
Zone1	297	all	1658.319421
Zone1	298	all	1595.71508
Zone1	299	all	1567.056205
Zone1	300	all	1545.075125
Zone1	301	all	1521.424596
Zone1	302	all	1531.997774
Zone1	303	all	1553.700612
Zone1	304	all	1612.13133
Zone1	305	all	1712.576516
Zone1	306	all	1743.183083
Zone1	307	all	1734.279354
Zone1	308	all	1698.664441
Zone1	309	all	1623.539232
Zone1	310	all	1541.179744
Zone1	311	all	1476.07123
Zone1	312	all	1452.420701
Zone1	313	all	1464.106844
Zone1	314	all	1466.054536
Zone1	315	all	1470.784642
Zone1	316	all	1504.730106
Zone1	317	all	1595.993322
Zone1	318	all	1732.888147
Zone1	319	all	1797.996661
Zone1	320	all	1763.772955
Zone1	321	all	1713.689483
Zone1	322	all	1677.239844
Zone1	323	all	1622.982749
Zone1	324	all	1592.376182
Zone1	325	all	1575.959933
Zone1	326	all	1571.229828
Zone1	327	all	1582.63773
Zone1	328	all	1640.511965
Zone1	329	all	1746.800222
Zone1	330	all	1723.984418
Zone1	331	all	1689.760712
Zone1	332	all	1652.47635
Zone1	333	all	1613.80078
Zone1	334	all	1587.089593
Zone1	335	all	1530.884808
Zone1	336	all	1496.939344
