project	timepoint	cap_factor
Solar	1	0.0
Solar	2	0.0
Solar	3	0.0
Solar	4	0.0
Solar	5	0.0
Solar	6	0.0
Solar	7	0.0
Solar	8	0.088306658
Solar	9	0.456032074
Solar	10	0.63909617
Solar	11	0.687596956
Solar	12	0.693141399
Solar	13	0.709281556
Solar	14	0.699067462
Solar	15	0.64435602
Solar	16	0.446035417
Solar	17	0.031961431
Solar	18	0.0
Solar	19	0.0
Solar	20	0.0
Solar	21	0.0
Solar	22	0.0
Solar	23	0.0
Solar	24	0.0
Solar	25	0.0
Solar	26	0.0
Solar	27	0.0
Solar	28	0.0
Solar	29	0.0
Solar	30	0.0
Solar	31	0.0
Solar	32	0.233579033
Solar	33	0.289864821
Solar	34	0.511380817
Solar	35	0.751147247
Solar	36	0.749111442
Solar	37	0.739458785
Solar	38	0.727871717
Solar	39	0.669124371
Solar	40	0.460753904
Solar	41	0.050994759
Solar	42	0.0
Solar	43	0.0
Solar	44	0.0
Solar	45	0.0
Solar	46	0.0
Solar	47	0.0
Solar	48	0.0
Solar	49	0.0
Solar	50	0.0
Solar	51	0.0
Solar	52	0.0
Solar	53	0.0
Solar	54	0.0
Solar	55	0.0
Solar	56	0.088306658
Solar	57	0.456032074
Solar	58	0.63909617
Solar	59	0.687596956
Solar	60	0.693141399
Solar	61	0.709281556
Solar	62	0.699067462
Solar	63	0.64435602
Solar	64	0.446035417
Solar	65	0.031961431
Solar	66	0.0
Solar	67	0.0
Solar	68	0.0
Solar	69	0.0
Solar	70	0.0
Solar	71	0.0
Solar	72	0.0
Solar	73	0.0
Solar	74	0.0
Solar	75	0.0
Solar	76	0.0
Solar	77	0.0
Solar	78	0.0
Solar	79	0.0
Solar	80	0.238198437
Solar	81	0.597657703
Solar	82	0.711090936
Solar	83	0.732077818
Solar	84	0.728949831
Solar	85	0.730095146
Solar	86	0.679686885
Solar	87	0.621763529
Solar	88	0.416910398
Solar	89	0.004994851
Solar	90	0.0
Solar	91	0.0
Solar	92	0.0
Solar	93	0.0
Solar	94	0.0
Solar	95	0.0
Solar	96	0.0
Solar	97	0.0
Solar	98	0.0
Solar	99	0.0
Solar	100	0.0
Solar	101	0.0
Solar	102	0.0
Solar	103	0.0
Solar	104	0.284929363
Solar	105	0.639079224
Solar	106	0.782303248
Solar	107	0.808536019
Solar	108	0.814510665
Solar	109	0.811448117
Solar	110	0.799793445
Solar	111	0.7563316
Solar	112	0.593181647
Solar	113	0.222476759
Solar	114	0.0
Solar	115	0.0
Solar	116	0.0
Solar	117	0.0
Solar	118	0.0
Solar	119	0.0
Solar	120	0.0
Solar	121	0.0
Solar	122	0.0
Solar	123	0.0
Solar	124	0.0
Solar	125	0.0
Solar	126	0.0
Solar	127	0.0
Solar	128	0.056696229
Solar	129	0.407385525
Solar	130	0.517618696
Solar	131	0.727086385
Solar	132	0.635078567
Solar	133	0.497351647
Solar	134	0.547015087
Solar	135	0.413557856
Solar	136	0.178015123
Solar	137	0.005358391
Solar	138	0.0
Solar	139	0.0
Solar	140	0.0
Solar	141	0.0
Solar	142	0.0
Solar	143	0.0
Solar	144	0.0
Solar	145	0.0
Solar	146	0.0
Solar	147	0.0
Solar	148	0.0
Solar	149	0.0
Solar	150	0.0
Solar	151	0.0
Solar	152	0.242600557
Solar	153	0.660618374
Solar	154	0.75964878
Solar	155	0.778009845
Solar	156	0.773608292
Solar	157	0.768398404
Solar	158	0.758000748
Solar	159	0.713120201
Solar	160	0.563082904
Solar	161	0.154969092
Solar	162	0.0
Solar	163	0.0
Solar	164	0.0
Solar	165	0.0
Solar	166	0.0
Solar	167	0.0
Solar	168	0.0
Wind	1	0.652124229
Wind	2	0.652797057
Wind	3	0.664507608
Wind	4	0.650366473
Wind	5	0.638090668
Wind	6	0.591022304
Wind	7	0.595581448
